text,time,target
"Whoever said don’t exist clearly, they haven’t met me. The magical and enchanting unicorn appears to only a rare few and has the ability to bestow magic, miracles and wisdom to those who are pure of heart and… https://www.instagram.com/p/B2CmXkdp0YW/?igshid=wlpmhg1p3emf …",2019-08-20 10:00:00,0
"Just posted a photo @North Hollywood, California https://www.instagram.com/p/B2CmU9QgfrE/?igshid=1bpd7t0mhtn8o …",2019-08-20 10:00:00,0
6649 Saloma Avenuepic.twitter.com/h22vUDDkJF,2019-08-20 10:00:00,0
"I admit it, I've abused my body. Years of playing sports, martial arts, car accidents, and being a bit clumsy has certainly taken its toll. Maintaining this meat vehicle is no easy task. I'm a performer and my body… https://www.instagram.com/p/B2ClyMIgs_F/?igshid=1pgug810o0ney …",2019-08-20 10:00:00,0
Amazing party at the @TelevisionAcad last night celebrating our Emmy nominees pic.twitter.com/ydOnC1eoul – at Television Academy,2019-08-20 10:00:00,0
6655 Saloma Avenuepic.twitter.com/OR6NRYafdZ,2019-08-20 10:00:00,0
"Thank your for your feedback Rafael. We appreciate you taking time to share your experience at Skyline Health Group, Van Nuys. Explore more at https://www.skylinechiro.com/dot-physical-exams … Our Drivers reviews… https://www.instagram.com/p/B09gia5pL4N/?igshid=xdrcmnr7dz0k …",2019-08-20 10:00:00,0
Fun evening attending the Emmy’s Music Celebration with my dear friend katjarsax #girlsjustwanttohavefun #violinist #womencomposers #saxophonist #brunette #blonde #emmys #music #composers #supervisors à Emmys /… https://www.instagram.com/p/B2CjsNRndSH/?igshid=1gpyh3738y5yx …,2019-08-20 10:00:00,0
"Just posted a photo @North Hollywood, California https://www.instagram.com/p/B2CjdzLALOY/?igshid=1wt3nkwtser93 …",2019-08-20 10:00:00,0
"Los Angeles is so charmless. @Sherman Oaks, California https://www.instagram.com/p/B2CiS73npPn/?igshid=1udmax99abx1u …",2019-08-20 10:00:00,0
Welp. – at North Hollywood Police Station,2019-08-20 10:00:00,0
6600 Lemona Avenuepic.twitter.com/yyV6vqZNVC,2019-08-20 10:00:00,0
"Celebrate #mabon (the witches’ Thanksgiving) and the #autumnequinox with us on Saturday, September 21 with a ritual circle led by local favorite Robert Cabot Baggani and special #meditation with Hollis. #psychiceye… https://www.instagram.com/p/B2ChPslnk0B/?igshid=1uhvgoichfm4d …",2019-08-20 10:00:00,0
"Well hot damn! Look at me, I'm getting out of my box more! Catch me guest spotting TONIGHT for nuerathursdays at upstairsatthefederal along side residents @djbstang @djeverede & @djparispaul. We'll be playing all… https://www.instagram.com/p/B2Cfm7sA3rH/?igshid=tyk29c9bumk1 …",2019-08-20 10:00:00,0
6608 Lemona Avenuepic.twitter.com/AHW3TIaF8e,2019-08-20 10:00:00,0
6614 Lemona Avenuepic.twitter.com/bYEEskYXTO,2019-08-20 10:00:00,0
"1st day hitting on the field & the machine was out on the mound carving our guys up! Something that stuck w/ me once I herd it once, “If you are hitting .700 in practice there is a problem”- @JasonOchart There is defiantly a time for feel good BP! But let’s work game like more!pic.twitter.com/h6ogJ0sd56 – at Los Angeles Valley College Baseball Field",2019-08-20 10:00:00,0
"Today I was a surrogate grandmother for Makayla thank you Makayla for asking to share a special day with you @North Hollywood, California https://www.instagram.com/p/B2Ca5fNA-1Q/?igshid=1l5lwej8pl28h …",2019-08-20 10:00:00,0
I always love our time together... missing you so much already!!! @musickillskate #mybeautifuldaughter #motherdaughterlove #proudmama @Valley Village https://www.instagram.com/p/B2CJac0FXz1/?igshid=ajdubax6xili …,2019-08-20 10:00:00,0
Color by me #MIGUELYVONN @D e j Salon https://www.instagram.com/p/B2Caw08A1GR/?igshid=xoq54uc1vp97 …,2019-08-20 10:00:00,0
6620 Lemona Avenuepic.twitter.com/ALJ3ttS61s,2019-08-20 10:00:00,0
I’m still in a play #September138pm #secretrosetheater #onenightonly #dorillgriffinproductions #latheatre #almosttime @Secret Rose Theatre https://www.instagram.com/p/B2CZ_vpJf4X/?igshid=1mcjh8a8tsrfh …,2019-08-20 10:00:00,0
6626 Lemona Avenuepic.twitter.com/XHEMQRWslP,2019-08-20 10:00:00,0
#DOLOSOLOS CHOREO/CREATIVE: @sircthatsme DANCER: @alababe95 VIDEOGRAPHY/DP: mohtionfilms UNO - ambjaay • Who should do the next #DOLOSOLO ??? TAG ya friends (or yourself) in the comments… https://www.instagram.com/p/B2CX6TjHZIY/?igshid=9lw9tsk6ve2u …,2019-08-20 10:00:00,0
Looking forward to a full capacity crowd at the Television Academy 2019 Nominee Presentation! #emmys #fightscameraaction #standupforstunts @Emmys / Television Academy https://www.instagram.com/p/B2CXQOfgY8C/?igshid=1ajdmimusquzp …,2019-08-20 10:00:00,0
6632 Lemona Avenuepic.twitter.com/y6E1OypZky,2019-08-20 10:00:00,0
Ok dude you gave me and my ex boyfriend a ride home almost 9 months ago from a catering job. I haven't seen or heard from you since and you're asking for pic randomly texting after 9 months. Who are you fucktard?… https://www.instagram.com/p/B2CVP5BBdTe/?igshid=31ns35x0ll67 …,2019-08-20 10:00:00,0
thinking about my eternal soul – at Walmart,2019-08-20 10:00:00,0
"I'm at @FedExOffice Print & Ship Center in Sherman Oaks, CAhttps://www.swarmapp.com/c/iSlQ2U0FObz",2019-08-20 10:00:00,0
"#tbt #ThrowbackThursday ""Length come quick.... Length come in a hurry.... No weavesssss for this fo'head, that's right!"" #Prince #ThievesInTheTemple @Lake Balboa, Los Angeles https://www.instagram.com/p/B2CUAgihxDS/?igshid=bbbnwrbavvvl …",2019-08-20 10:00:00,0
6638 Lemona Avenuepic.twitter.com/1JU2Kaprb0,2019-08-20 10:00:00,0
Congratulations to my very handsome son and my beautiful new daughter in law! What an amazing day. I love you both @Tina's Wedding Chapel https://www.instagram.com/p/B2CRte6gabX5RO2yXtozsG50H2A33gEGCoXPUw0/?igshid=h94x9eb37whe …,2019-08-20 10:00:00,0
6644 Lemona Avenuepic.twitter.com/Jh2POSNcDv,2019-08-20 10:00:00,0
Dank !!! #dankmemes #wax #smoke #denver #vegan #organic #sativa #high #free #healthy #smoke #peace #fashion #positivity #positivevibes #420 #weed #dailyhighclub #giveaway #glass ##glass #love #raw #tree #wcw… https://www.instagram.com/p/B2CQK_ZheU_/?igshid=1rmf32uy1hwzd …,2019-08-20 10:00:00,0
6650 Lemona Avenuepic.twitter.com/aRlAquWYnQ,2019-08-20 10:00:00,0
This I just wanted to show off last week's show. I'll be at Venus Faire today! Come by 10am -3pm! @X-Spot: Venus Faire https://www.instagram.com/p/B2CM-tiB6ia/?igshid=ghdkrluhrbjg …,2019-08-20 10:00:00,0
6656 Lemona Avenuepic.twitter.com/dcgl8xPLpm,2019-08-20 10:00:00,0
