,time,text,long,lat
69,2019-10-28 17:56:54,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
70,2019-10-28 17:56:28,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
71,2019-10-28 17:55:26,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
72,2019-10-28 17:53:54,"b'@xeni Glad you\xe2\x80\x99re safe , I had to evacuate my little condo in Healdsburg on Saturday from the Kincade fire.  Have a\xe2\x80\xa6 https://t.co/3zkeDlMSDR'",38.796,-122.767
73,2019-10-28 17:53:46,b'Kincade Fire... 5% contained. https://t.co/MjGGKOS4gl',38.796,-122.767
74,2019-10-28 17:53:12,b'RT @BethSchlanker: Firefighters battle the #Kincade fire in Windsor @NorthBayNews https://t.co/xWebs7FpZy',38.796,-122.767
75,2019-10-28 17:52:45,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
76,2019-10-28 17:52:38,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
77,2019-10-28 17:51:44,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
78,2019-10-28 17:51:28,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
79,2019-10-28 17:51:28,"b'Burris Fire, Potter Valley.... https://t.co/RaroVxthIT'",38.796,-122.767
80,2019-10-28 17:51:23,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
81,2019-10-28 17:51:03,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
82,2019-10-28 17:50:42,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
83,2019-10-28 17:49:20,b'We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Fire\xe2\x80\xa6 https://t.co/vEK0ljSnQo',38.796,-122.767
84,2019-10-28 17:49:09,b'RT @BethSchlanker: The #Kincade fire in Healdsburg and Windsor @NorthBayNews https://t.co/Qhn3qahYpz',38.796,-122.767
85,2019-10-28 17:47:09,b'RT @SonomaCountyMGs: Important to know how swimming pools can be used for back up fire fighting. #KincadeFire https://t.co/UEpdGzabcF',38.796,-122.767
86,2019-10-28 17:47:05,b'S\xe2\x80\x99mores in a black out.. \xf0\x9f\x94\xa5 camp fire life #glampinglife #fuckcampingtho lol \xf0\x9f\x98\x9d #poweroutage definitely sucks but mak\xe2\x80\xa6 https://t.co/y3ppMjx4vM',38.796,-122.767
87,2019-10-28 17:45:21,"b'10:30am, Air Attack Neptune41 on final approach to Charles Schulz Airport after a fire retardant drop on the\xe2\x80\xa6 https://t.co/IT4zmv0Y0s'",38.796,-122.767
88,2019-10-28 17:40:50,b'RT @CphilpottCraig: Fire at 3 mile marker on Pine Flat Rd #KincadeFire Sonoma Co CA https://t.co/63KP7mPQL9',38.796,-122.767
89,2019-10-28 17:39:26,"b'~Via Elana Freeland\nHello Friends and Family,\nMy brother Paul and I took these screenshots last night of the curren\xe2\x80\xa6 https://t.co/AsJry91coK'",38.796,-122.767
90,2019-10-28 17:37:27,b'Feels like a fire siege already tbh between NorCal and Socal. https://t.co/ELKw0YYsYB',38.796,-122.767
91,2019-10-28 17:37:08,b'RT @SonomaCountyMGs: Important to know how swimming pools can be used for back up fire fighting. #KincadeFire https://t.co/UEpdGzabcF',38.796,-122.767
92,2019-10-28 17:36:53,b'Important to know how swimming pools can be used for back up fire fighting. #KincadeFire https://t.co/UEpdGzabcF',38.796,-122.767
93,2019-10-28 17:36:10,b'Thank you to the friends who have showed concern over the fire crisis in my area. My family and I are evacuated &amp; s\xe2\x80\xa6 https://t.co/7IVbWhe4UZ',38.796,-122.767
94,2019-10-28 17:33:58,"b""RT @biteclubeats: I'm raising money for KINCADE FIRE CHEF RESPONSE: SONOMA FAMILY MEAL. Click to Donate:  https://t.co/FJ4E85o4Ql via @gofu\xe2\x80\xa6""",38.796,-122.767
95,2019-10-28 17:31:01,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
96,2019-10-28 17:26:28,"b""RT @bajshagirl: Here's a Twitter list I started curating for official organizations trying to provide fire updates. Please subscribe if you\xe2\x80\xa6""",38.796,-122.767
97,2019-10-28 17:23:58,b'LIVE: Fire crosses Faught Road\xc2\xa0overnight https://t.co/d1uHb2xwVC https://t.co/xgic0hKbZ8',38.796,-122.767
98,2019-10-28 17:21:11,b'@chasecanyon1978 We\xe2\x80\x99re at E Shiloh and Faught and this is as far as they\xe2\x80\x99re letting us go. It\xe2\x80\x99s private property an\xe2\x80\xa6 https://t.co/dvx5ZtFdD8',38.796,-122.767
99,2019-10-28 17:19:51,b'@Harvey_Dents Thank you I\xe2\x80\x99m sorry I would have checked if I was still there. Fire did run through all the yards of\xe2\x80\xa6 https://t.co/sbAtdWzVa3',38.796,-122.767
100,2019-10-28 17:18:12,"b'RT @jgobble: So, while the North Bay burns, @nbcbayarea, @abc7newsbayarea, and @CBSSF morning shows go with National Programming - not @CAL\xe2\x80\xa6'",38.796,-122.767
101,2019-10-28 17:18:01,b'LIVE: CAL Fire Command Center at Shiloh Regional Park in\xc2\xa0Windsor https://t.co/29G7H38iTQ https://t.co/NEKu8X1Zmm',38.796,-122.767
102,2019-10-28 17:16:43,"b""@DaveSisley If https://t.co/hufQY9n2og had existed in 2017, and was known widely enough, there could've been much m\xe2\x80\xa6 https://t.co/8eZzkPKyC1""",38.796,-122.767
103,2019-10-28 17:16:29,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
104,2019-10-28 17:14:07,b'RT @CphilpottCraig: Fire at 3 mile marker on Pine Flat Rd #KincadeFire Sonoma Co CA https://t.co/63KP7mPQL9',38.796,-122.767
105,2019-10-28 17:12:18,"b""Day 6 of evacuation from the kincade fire. I've heard my house still stands. I hope to go home soon. Love to all th\xe2\x80\xa6 https://t.co/n83eJzMnPL""",38.796,-122.767
106,2019-10-28 17:11:17,"b'@jgobble @CAL_FIRE Generally, \xe2\x80\x9cwest county\xe2\x80\x9d would mean from the coast, East to Santa Rosa/Rohnert Park/Petaluma urban areas.'",38.796,-122.767
107,2019-10-28 17:10:29,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
108,2019-10-28 17:10:26,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
109,2019-10-28 17:06:37,"b'@john_lam The historical view in https://t.co/qXDTmCgm07 tells the whole story statewide. In Santa Rosa, the 2017 T\xe2\x80\xa6 https://t.co/0GLWiMN2rZ'",38.796,-122.767
110,2019-10-28 17:06:01,"b""@ImmaculateLoo I'm in Geyserville, the kincade fire. I've been evacuated for 6 days. My house is okay Per the FD. A\xe2\x80\xa6 https://t.co/aUxEkuJ0s9""",38.796,-122.767
111,2019-10-28 17:03:39,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
112,2019-10-28 17:03:37,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
113,2019-10-28 17:03:28,b'RT @CphilpottCraig: Fire at 3 mile marker on Pine Flat Rd #KincadeFire Sonoma Co CA https://t.co/63KP7mPQL9',38.796,-122.767
114,2019-10-28 17:01:34,"b'RT @jgobble: One big thing:\nWhen @CAL_FIRE announces the #KincadeFire is 66,000 acres that does NOT mean it is 66k ACTIVE acres on fire. It\xe2\x80\xa6'",38.796,-122.767
115,2019-10-28 17:00:58,"b""The wind-driven Kincade Fire is making it's way across Sonoma County. Here is a link to what you need to know to st\xe2\x80\xa6 https://t.co/ljA0O3mxkj""",38.796,-122.767
116,2019-10-28 16:58:47,"b'RT @jgobble: One big thing:\nWhen @CAL_FIRE announces the #KincadeFire is 66,000 acres that does NOT mean it is 66k ACTIVE acres on fire. It\xe2\x80\xa6'",38.796,-122.767
117,2019-10-28 16:58:13,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
118,2019-10-28 16:53:47,"b'@SkylorMusic @marshmellomusic Google the kincade fire. It\xe2\x80\x99s worse than the one two years ago (tubbs fire), and both\xe2\x80\xa6 https://t.co/GBzcQ1mRs7'",38.796,-122.767
119,2019-10-28 16:49:33,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
120,2019-10-28 16:48:41,"b""RT @SantaRosaFire: It's been a windy weekend across Santa Rosa. @SantaRosaPolice and Fire Departments have seen several downed trees and po\xe2\x80\xa6""",38.796,-122.767
121,2019-10-28 16:48:41,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
122,2019-10-28 16:48:13,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
123,2019-10-28 16:47:25,"b'Track your #AirQuality here: https://t.co/5JJGtskSIu\n\nExperts recommend staying indoors somewhere with clean, filte\xe2\x80\xa6 https://t.co/L2gmm5JmJ3'",38.796,-122.767
124,2019-10-28 16:45:56,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
125,2019-10-28 16:42:58,b'@WildlingM Unknown timeline yet.  This information was given by the Sheriff at the 0900h Cal Fire press conference.',38.796,-122.767
126,2019-10-28 16:42:43,"b'@barstoolsports You know Northern California has been on fire for a week and the fire is way worse, but yah la has\xe2\x80\xa6 https://t.co/5uMQ3PRTO7'",38.796,-122.767
127,2019-10-28 16:42:23,b'RT @Jonny_Trouble: @Rosamarsalada @CAL_FIRE @CAFireScanner @GavinNewsom @GlobalSuperTank @CalistogaPOA @PGE4Me My father in law works for a\xe2\x80\xa6',38.796,-122.767
128,2019-10-28 16:42:19,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
129,2019-10-28 16:41:48,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
130,2019-10-28 16:40:27,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
131,2019-10-28 16:40:26,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
132,2019-10-28 16:40:12,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
133,2019-10-28 16:39:37,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
134,2019-10-28 16:39:14,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
135,2019-10-28 16:38:58,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
136,2019-10-28 16:38:29,"b'RT @mike_matas: #KincadeFire \n\n96 homes destroyed\n100 miles burnt\n4,150 fire fighters\n180,000 people evacuated\n1,000,000 without power\n\nOur\xe2\x80\xa6'",38.796,-122.767
137,2019-10-28 16:38:13,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
138,2019-10-28 16:37:58,b'RT @RepThompson: Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials in cas\xe2\x80\xa6',38.796,-122.767
139,2019-10-28 16:37:56,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
140,2019-10-28 16:37:45,"b'One big thing:\nWhen @CAL_FIRE announces the #KincadeFire is 66,000 acres that does NOT mean it is 66k ACTIVE acres\xe2\x80\xa6 https://t.co/ffGcRw2306'",38.796,-122.767
141,2019-10-28 16:36:20,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
142,2019-10-28 16:35:28,b'Another reminder everyone should stay vigilant in case the fire shifts and listen to direction from local officials\xe2\x80\xa6 https://t.co/duWi7cIElt',38.796,-122.767
