time,text,retweet_count,favorite_count,target
2019-11-01 21:26:33,"RT @B52Malmet: Maria Fire Ignites On Top of South Mountain Near Santa Paula; Thousand Evacuated as Flames Char More Than 4,000 Acres | KTLA\xe2\x80\xa6'",27,0,1
2019-11-01 21:24:26,"RT @CBSEveningNews: WATCH: 500+ firefighters from the ground and air are working to control the wind-driven, 8,700-acre #MariaFire from spr\xe2\x80\xa6'",16,0,1
2019-11-01 21:23:56,RT @vcstar: Watch the Maria Fire unfold over the past 20 hours in a series of stunning photos and videos. Here are a few. See the rest: htt\xe2\x80\xa6',5,0,1
2019-11-01 21:23:47,"Wow check out how fast this fire started in Ventura, CA\n\nWatch the moment the Maria fire in Ventura County ignited \n\nhttps://t.co/0OTbaAh3qo'",1,0,1
2019-11-01 21:23:34,"Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News https://t.co/TvHcDxR7Cy via @GoogleNews'",0,0,1
2019-11-01 21:23:24,"RT @ABCWorldNews: Firefighters in Santa Paula, CA, battle the #MariaFire, the state's newest wildfire, which exploded overnight and forced\xe2\x80\xa6""",17,0,1
2019-11-01 21:23:10,Watch the moment the Maria fire in Ventura County ignited https://t.co/WrlRTJcvxa',0,0,1
2019-11-01 21:23:03,The Maria fire in Southern California is the latest blaze to force thousands of people to flee their homes https://t.co/HodwnS3fHO',0,1,1
2019-11-01 21:22:30,"RT @FOXLA: MARIA FIRE UPDATE: The Maria Fire has grown to 8,730 acres. Two homes have been destroyed and 7,500 people remain under evacuati\xe2\x80\xa6'",18,0,1
2019-11-01 21:21:42,"RT @ABC7: WATCH #LIVE: Wind-driven flames from 8,700-acre #MariaFire engulf structures, vehicles near Santa Paula https://t.co/eM3eSxBbhP h\xe2\x80\xa6'",12,0,1
2019-11-01 21:21:27,"RT @STAND_For_FLAG_: Maria fire prompts evacuation, threatens homes north of Los Angeles |  https://t.co/58MjfBWVbj'",1,0,1
2019-11-01 21:20:45,RT @sleavenworth: @gretathunberg talked with @tonybarboza this morning about her visit to fire-ravaged Paradise before coming to #DTLA for\xe2\x80\xa6',7,0,1
2019-11-01 21:20:06,RT @dutchsinse: Another large fire has broken out at a yet another California drill point / pumping operation. https://t.co/mrIwMdHw91 http\xe2\x80\xa6',40,0,1
2019-11-01 21:19:56,"RT @CamarilloAcorn: The #MariaFire has burned just under 9,000 acres and forced over 8,000 people to evacuate. Article up with the latest f\xe2\x80\xa6'",8,0,1
2019-11-01 21:19:53,Maria fire ignition caught on video https://t.co/2Ez7fehy7L via @YouTube',0,0,1
2019-11-01 21:19:02,"RT @NBCNews: The latest Southern California wildfire has torched more than 8,000 rural acres and threatens millions of dollars worth of avo\xe2\x80\xa6'",25,0,1
2019-11-01 21:18:00,RT @guardiannews: California: Maria fire north of Los Angeles spreads rapidly overnight https://t.co/AlrqS636b9',6,0,1
2019-11-01 21:16:54,"Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops.\nhttps://t.co/oaqDooZiNo'",0,0,1
2019-11-01 21:16:37,"California wildfires: The Maria fire forces at least 8,000 evacuations  https://t.co/3YkfHIu43d'",0,0,1
2019-11-01 21:16:36,RT @psychdr100: Trump blames California victims for being too liberal and not raking enough leaves.\nNew Maria Fire explodes in California:\xe2\x80\xa6',8,0,1
2019-11-01 21:16:33,"Portland News Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News\xe2\x80\xa6 https://t.co/MCajhpqeJ7'",0,0,1
2019-11-01 21:16:33,"Indy News Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News\xe2\x80\xa6 https://t.co/4HVnoh4wNx'",0,0,1
2019-11-01 21:16:33,"San Francisco News Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News\xe2\x80\xa6 https://t.co/zI5idT674V'",0,0,1
2019-11-01 21:16:15,"Incredible photos of the #MariaFire from @vcstar journalists @AnthonyInThe805, @GretchenWenner and Juan Carlo. https://t.co/Q3fKdIXl6t'",4,3,1
2019-11-01 21:15:40,"RT @ABC: New wildfire explodes in Southern California overnight, closing schools and forcing over 7,000 residents to evacuate. https://t.co\xe2\x80\xa6'",52,0,1
2019-11-01 21:15:26,"RT @ABC: Fast-moving flames spread within just a few hours in California's Jurupa Valley on Thursday, prompting mandatory evacuation orders\xe2\x80\xa6""",49,0,1
2019-11-01 21:15:00,"RT @ABC: Firefighters in Santa Paula, CA, battle the #MariaFire, the state's newest wildfire, which exploded overnight and forced thousands\xe2\x80\xa6""",109,0,1
2019-11-01 21:14:46,"Maria fire in Ventura County could reach 12,000 acres before running out of fuel https://t.co/Nz97fhKwn4 via @ladailynews'",0,0,1
2019-11-01 21:12:40,RT @LANow: Watch the moment the Maria fire in Ventura County ignited https://t.co/NHnK32PyDU',3,0,1
2019-11-01 21:12:22,Stay safe out there if you are near the Maria Fire',0,0,1
2019-11-01 21:12:15,"RT @PabloPerezA: Featuring: @MargSchinas , @Mina_Andreeva , @NatashaBertaud , @RCardosoEU , @AK_Itkonen , @A_WintersteinEC and @DanielFerri\xe2\x80\xa6'",5,0,1
2019-11-01 21:10:44,"Maria Fire: Over 9,000 Acres Burned, Containment at 0\xef\xbc\x85 - ""Firefighters were working to protect \'critical infrastruc\xe2\x80\xa6 https://t.co/ozIV46w4ee'",0,0,1
2019-11-01 21:09:35,"RT @latimes: The exact moment the Maria fire ignited Ventura County, captured on video https://t.co/mpdilE7gJw'",5,0,1
2019-11-01 21:09:12,"JUST IN: Sterling Publishing &amp; Media News Sputnik Videos: Raging #MariaFire in southern #California torches 8,000 a\xe2\x80\xa6 https://t.co/mjHlcPwui8'",0,0,1
2019-11-01 21:09:05,"@Ashley50Nica @chp_la No. Even then this wouldn't be the Maria Fire.""",0,1,1
2019-11-01 21:09:03,"New Maria Fire explodes in California: 'The end is not yet in sight' https://t.co/0EonJMqpPH""",0,0,1
2019-11-01 21:07:45,"Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News\xe2\x80\xa6 https://t.co/QtMX63A74o'",0,0,1
2019-11-01 21:06:55,Watching news of the Maria fire and thinking back to the Thomas fire just two years ago. Tracking evacuation orders\xe2\x80\xa6 https://t.co/SbGC92yK6E',0,0,1
2019-11-01 21:06:04,"RT @VCFD_PIO: First responders are actively fighting the Maria Fire in the Santa Paula area. For updated information, visit https://t.co/D8\xe2\x80\xa6'",36,0,1
2019-11-01 21:06:02,"RT @CShalby: PSA: Don't fly your personal drones over fires. You're preventing firefighting efforts.\n\nAir ops battling the #MariaFire were\xe2\x80\xa6""",109,0,1
2019-11-01 21:05:29,"Ventura County sheriff says several drones were seen flying over Maria Fire, posing a 'very significant hazard' to\xe2\x80\xa6 https://t.co/XaHZHrGbXv""",4,6,1
2019-11-01 21:05:28,"RT @VC_Reporter: #MariaFire update: 8000 people evacuated, 2300 structures threatened. Fire being attacked hard from the air.https://t.co/H\xe2\x80\xa6'",1,0,1
2019-11-01 21:04:44,California: Maria fire north of Los Angeles spreads rapidly overnight https://t.co/71eLLNDawQ',0,0,1
2019-11-01 21:04:05,RT @Tyrone876: Daniel Craig leads fundraising to rebuild Jamaican chicken shack gutted by fire after eating there while filming 007! #PortA\xe2\x80\xa6',100,0,1
2019-11-01 21:03:03,"RT @voxdotcom: California fire updates:\n\xe2\x80\xa2Maria Fire: spread to over 8,000 acres since last night. 0% contained as of this morning\n\xe2\x80\xa2Easy Fir\xe2\x80\xa6'",16,0,1
2019-11-01 21:03:00,"Maybe the Trump Terror ""Top-Loader"" is designed such that housekeeping is done as a result of the bullshit story, a\xe2\x80\xa6 https://t.co/DUo9FErzed'",0,0,1
2019-11-01 21:02:27,"Maria Fire: Over 9,000 Acres Burned, Containment at 0\xef\xbc\x85 https://t.co/zrVDsbO9iQ'",0,0,1
2019-11-01 21:01:39,"RT @FOX5Atlanta: Maria Fire burning near Santa Paula prompts evacuations, destroys homes https://t.co/HQnUHy19k9 via @FOX5StormTeam https:/\xe2\x80\xa6'",2,0,1
2019-11-01 21:00:37,The fire exploded Thursday night about 20 miles from where firefighters are mopping up the Easy Fire. The Maria Fir\xe2\x80\xa6 https://t.co/PlzehpDTJx',0,0,1
2019-11-01 21:00:32,"Thoughts? San Francisco :: The start of the Maria fire was captured by a camera that's part of a program\xe2\x80\xa6 https://t.co/cogjbEfqqn #Fires""",0,0,1
2019-11-01 21:00:23,"RT @ABC7: Maria Fire: Blaze near Santa Paula jumps to 8,730 acres, evacuations remain https://t.co/O2abn3xZhd'",10,0,1
2019-11-01 21:00:16,Watch the moment the Maria fire in Ventura County ignited -  https://t.co/Xy4HxnPHC4',0,0,1
2019-11-01 21:00:15,"Maria Fire erupts in Ventura County, burning through 8,000 acres by Friday morning https://t.co/UTlygMraGv'",0,1,1
2019-11-01 21:00:07,Watch the Maria Fire unfold over the past 20 hours in a series of stunning photos and videos. Here are a few. See t\xe2\x80\xa6 https://t.co/s1OBjU29LW',5,9,1
2019-11-01 21:00:06,RT @ai6yrham: View of the fire off KTLA live feed.  #MariaFire https://t.co/A45cvihHnd https://t.co/7SEpXrUydQ',15,0,1
2019-11-01 20:59:48,I texted my mom this morning to keep her eye out for the Maria fire (the one in Santa Paula/Somis) and she responde\xe2\x80\xa6 https://t.co/3lmJxU31Ve',0,1,1
2019-11-01 20:59:40,"RT @FAANews: Attention #drone pilots near the #MariaFire in #California. When you fly near a #wildfire, #firefighters can't. https://t.co/k\xe2\x80\xa6""",32,0,1
2019-11-01 20:59:32,"Maria Fire burning near Santa Paula prompts evacuations, destroys homes https://t.co/HQnUHy19k9 via @FOX5StormTeam https://t.co/jqLQQTyMhM'",2,2,1
2019-11-01 20:58:58,"#MariaFire update: 8000 people evacuated, 2300 structures threatened. Fire being attacked hard from the air.\xe2\x80\xa6 https://t.co/sb1CbPmG3k'",1,3,1
2019-11-01 20:58:41,"RT @ABC7: #LIVE updates on #MariaFire: Almost 9,000 acres burned https://t.co/eM3eSxBbhP'",7,0,1
2019-11-01 20:58:31,"RT @ABC7: #LIVE updates on #MariaFire: \n- 2,300 structures threatened\n- 8,000 people under mandatory evacuation \n  https://t.co/eM3eSxBbhP'",12,0,1
2019-11-01 20:58:11,"Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations https://t.co/lO1I43VfQa'",0,0,1
2019-11-01 20:58:08,"Evacuations Expanded in Maria Fire in Ventura County, California; Kincade Fire Destroys 350\xc2\xa0Structures\xe2\x80\xa6 https://t.co/ZUgR62RlBY'",0,0,1
2019-11-01 20:57:26,"@pettyranch Is this the Maria fire? The family lives in Camarillo, and I'm here in Fargo. Be safe, and I hope you g\xe2\x80\xa6 https://t.co/iddapQkX7u""",0,0,1
2019-11-01 20:57:25,"The exact moment the Maria fire ignited Ventura County, captured on video https://t.co/mpdilE7gJw'",5,12,1
2019-11-01 20:57:19,"RT @KTLA: @VCFD About 2,300 structures are being threatened and 8,000 residents are still under evacuation orders during the #MariaFire, ac\xe2\x80\xa6'",7,0,1
2019-11-01 20:56:10,"RT @Enviro_Voter: The Maria Fire, which is mostly affecting residents in Ventura County, has burned more than 8,000 acres so far since expl\xe2\x80\xa6'",2,0,1
2019-11-01 20:55:54,"Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations https://t.co/nqTmtJMaz8 https://t.co/4ebTlZ0qMy'",0,0,1
2019-11-01 20:55:54,"'The end is not yet in sight'THIS IS NOT THE END!! 'The end is not yet in sight'\nNew Maria Fire explodes in Califor\xe2\x80\xa6 https://t.co/WomkgldfUV""",0,0,1
2019-11-01 20:55:41,RT @latimes: Watch the moment the Maria fire in Ventura County ignited https://t.co/mpdilE7gJw',7,0,1
2019-11-01 20:54:25,"RT @vcpublichealth: Vta Co. may experience poor air quality due to the Maria Fire. Children, the elderly, those who work outdoors &amp; with re\xe2\x80\xa6'",10,0,1
2019-11-01 20:54:12,"RT @VCSORomanoBassi: While fighting the Maria Fire last night, air operations had to be suspended due to a done in the area. Please remembe\xe2\x80\xa6'",9,0,1
2019-11-01 20:53:51,RT @4pambradley: Keep your damn drones DOWN!  \n#maria fire https://t.co/p1oMrmdjLX',2,0,1
2019-11-01 20:53:07,RT @HyperObserver: #SoCal wildfires: New #Maria fire torches #Ventura citrus &amp; avocado rich areas https://t.co/Fg67yrxpdh',1,0,1
2019-11-01 20:51:58,"#Food4FridayThought #Mindfulness #ClimateCrisis ""\nFast-moving blaze descends upon Southern #California - live updat\xe2\x80\xa6 https://t.co/cKRGmRZ6Ew'",0,0,1
2019-11-01 20:51:48,RT @stussyjimin: the flavour jimin adds to FIRE\xe2\x80\x99s extended dance break. we see the main dancer you are https://t.co/FBe8Dc37Lp',768,0,1
2019-11-01 20:51:17,"The #MariaFire has burned just under 9,000 acres and forced over 8,000 people to evacuate. Article up with the late\xe2\x80\xa6 https://t.co/9OsyqRT2Qx'",8,15,1
2019-11-01 20:51:16,California: Maria fire north of Los Angeles spreads rapidly overnight https://t.co/AlrqS636b9',6,10,1
2019-11-01 20:51:09,"RT @kevinpjennings: The Maria Fire in Santa Paul as seen from Lizard Rock in the Wildwood Park at 9:15 AM. It's about 10 miles from the fir\xe2\x80\xa6""",7,0,1
2019-11-01 20:50:56,"RT @morgfair: California wildfires: The Maria fire forces at least 7,500 evacuations https://t.co/7DoTtKpD7m'",5,0,1
2019-11-01 20:50:40,"New Maria Fire explodes in California: 'The end is not yet in sight' - ABC News - https://t.co/wtwZdGN8mR @ABC""",0,0,1
2019-11-01 20:50:38,"FIRE DRILL, WHAT WOULD HAPPEN IF A NUKE JUST?\n\nWOULD YOU SAY BYE TO YOUR FAMILY? WOULD YOU POST ABOUT IT?\n\nFIRE DRI\xe2\x80\xa6 https://t.co/qIzM189BI4'",0,2,1
2019-11-01 20:50:24,"RT @KTLA: Update: The fast-moving #MariaFire has ripped through at least 150 acres on South Mountain, authorities said https://t.co/fOGlpgV\xe2\x80\xa6'",66,0,1
2019-11-01 20:49:37,Watch the moment the Maria fire in Ventura County ignited \xe2\x80\x93 Los Angeles\xc2\xa0Times https://t.co/yygjCmhFSv https://t.co/uGqibUk1DX',0,0,1
2019-11-01 20:49:10,"The Maria Fire, which is mostly affecting residents in Ventura County, has burned more than 8,000 acres so far sinc\xe2\x80\xa6 https://t.co/UcJdpEu18R'",2,0,1
2019-11-01 20:49:02,"The latest Southern California wildfire has torched nearly 9,000 rural acres and threatens millions of dollars wort\xe2\x80\xa6 https://t.co/a5NbjH8y6I'",32,34,1
2019-11-01 20:48:38,"RT @SteveAndApril1: Well this is not good. The new Maria Fire that popped up last night is near Camarillo, where we have a listing. Our lis\xe2\x80\xa6'",1,0,1
2019-11-01 20:48:34,"Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops - NBC News\xe2\x80\xa6 https://t.co/1Ycoov9qwO'",0,0,1
2019-11-01 20:47:02,"California wildfires: The Maria fire forces at least 8,000 evacuations  https://t.co/l8UUgppBh0'",0,0,1
2019-11-01 20:46:54,"RT @NBCLA: Photos: The #MariaFire has burned nearly 9,000 acres in Ventura County. \nhttps://t.co/ZVIckBrtoH'",16,0,1
2019-11-01 20:46:50,"RT @FEMARegion9: On Nov. 1, California submitted a request for a Fire Management Assistance Grant (FMAG) for the #MariaFire in @CountyVentu\xe2\x80\xa6'",9,0,1
2019-11-01 20:45:59,The only time my hometown is in the news https://t.co/cSFV9TvCOX\n\n#santapaulafire #CaliforniaFires #santapaula',0,0,1
2019-11-01 20:45:38,"Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations https://t.co/2OM5s0XwFr'",0,0,1
2019-11-01 20:45:03,"California fire updates:\n\xe2\x80\xa2Maria Fire: spread to over 8,000 acres since last night. 0% contained as of this morning\xe2\x80\xa6 https://t.co/FwYDvrE7dT'",16,6,1
2019-11-01 20:44:59,Maria Fire Is Latest California Blaze to Send Thousands Fleeing https://t.co/Q5G76BapPO \xe2\x80\xa2 The wages of sin is fire\xe2\x80\xa6 https://t.co/xJjw12hPuo',0,0,1
2019-11-01 20:44:07,"RT @CBSEveningNews: PHOTOS: Heavy smoke has worsened visibility near Santa Paula, Calif., Friday as the fast-moving #MariaFire continues to\xe2\x80\xa6'",8,0,1
2019-11-01 20:42:04,"Fast-moving blaze descends upon Southern California - live updates https://t.co/l1vrUuraVP via @CBSNews  Wasn't PG&amp;\xe2\x80\xa6 https://t.co/8AEOpI1JZW""",0,0,1
2019-11-01 20:41:34,Watch the moment the Maria fire in Ventura County ignited - Los Angeles Times https://t.co/0h0Ksao5YY https://t.co/AQHYnLO3sS',0,0,1
2019-11-01 20:40:30,"Fast-moving Maria fire in rural Southern California threatens avocado, citrus crops\n\nhttps://t.co/5V7otuVfmV'",0,0,1
2019-11-01 20:39:59,"RT @KTLA: Update: The #MariaFire has grown to about 9,000 acres, @VCFD chief said. Sky5 is over the Santa Paula area, where the firefight i\xe2\x80\xa6'",14,0,1
2019-11-01 20:39:27,"RT @PrestonTVNews: UPDATE: Flames burning close to home right now as the #MariaFire grows to 9,000 acres near Santa Paula, California. 8,00\xe2\x80\xa6'",5,0,1
2019-11-01 20:37:53,"More threats to come \n9,000-Acre Maria Fire Burning on South Mountain Destroys 2 Structures, Threatens Homes in San\xe2\x80\xa6 https://t.co/nrHA6KYnLO'",0,0,1
2019-11-01 20:37:09,"RT NPRKelly ""RT KirkSiegler: Erratic winds are causing the Maria Fire to threaten the Southern California farming t\xe2\x80\xa6 https://t.co/rct2r7E5Ea'",0,0,1
2019-11-01 20:36:52,"RT @fedfire72: From the Easy fire to the St Maria fire, Our Firefighters are giving it their all. Stay Safe!!! https://t.co/4IXFPQbMth'",2,0,1
2019-11-01 20:36:03,"Maria Fire Explodes To More Than 8000 Acres Overnight,https://t.co/knqdV55BcI'",0,0,1
2019-11-01 20:35:31,New Maria Fire explodes in California: \xe2\x80\x98The end is not yet in sight\xe2\x80\x99 - https://t.co/cvgF35BHeK',0,0,1
2019-11-01 20:35:24,RT @LAist: WATCH: This time lapse from fire cameras in the South Mountain area captured the spread of the #MariaFire overnight Thursday and\xe2\x80\xa6',23,0,1
2019-11-01 20:35:11,#SoCal wildfires: New #Maria fire torches #Ventura citrus &amp; avocado rich areas https://t.co/Fg67yrxpdh',1,0,1
2019-11-01 20:34:28,California: Maria fire north of Los Angeles spreads rapidly overnight https://t.co/KOTurIzCPp',0,0,1
2019-11-01 20:34:00,RT @LANow: Photos: The Maria fire in Ventura County https://t.co/ScY6Vn0VcW',9,0,1
2019-11-01 20:33:48,"RT @FOXLA: MARIA FIRE UPDATE: The Maria Fire has grown to 9,000 acres. An estimated 8,000 people are under evacuation orders and 2,300 stru\xe2\x80\xa6'",6,0,1
2019-11-01 20:33:23,RT @KirkSiegler: Erratic winds are causing the Maria Fire to threaten the Southern California farming town of Santa Paula.\nI will have the\xe2\x80\xa6',2,0,1
2019-11-01 20:32:56,"RT @UPI: Maria Fire destroys 2 homes, threatens avocado, citrus crops https://t.co/RoaNEl9cFL'",2,0,1
2019-11-01 20:32:43,"RT @NYTNational: A small drone, apparently flown by someone trying to snap photographs of the fire, hampered firefighters' ability to use a\xe2\x80\xa6""",4,0,1
2019-11-01 20:32:31,The Maria Fire broke out in Ventura County on the night of October 31st while the state continues to battle the Get\xe2\x80\xa6 https://t.co/toURwebJNd',0,1,1
2019-11-01 20:32:00,Fast-moving blaze descends upon Southern California - live updates https://t.co/ZY0cC0tYQc via @CBSNews',0,0,1
2019-11-01 20:31:55,"Maria Fire: Ventura County Blaze Near Santa Paula Grows To Nearly 9,000 Acres, Zero Containment \xe2\x80\x93\xc2\xa0Update\xe2\x80\xa6 https://t.co/NkSWIS7Vrh'",0,0,1
2019-11-01 20:31:37,Maria Fire Is Latest California Blaze to Send Thousands Fleeing https://t.co/VIk0Ukr3BR https://t.co/TpAKMQ7UOP',0,0,1
2019-11-01 20:31:32,Smoked out in SB from the Maria Fire. Nose bleeds galore from it.',0,0,1
2019-11-01 20:31:13,"New Maria Fire explodes in California: 'The end is not yet in sight' - ABC News - https://t.co/k2qHiaQEvE via @ABC""",0,0,1
2019-11-01 20:31:12,RT @RaiseURH: CALIFORNIA FIRE MAP: Live updates for the Maria Fire near Santa Paula https://t.co/ttpi9MTFWu via @abc7',1,0,1
2019-11-01 20:29:55,RT @deefizzy: The other day I texted Shane saying I hope Shopify is prepared For this launch and has multiple servers just for their store\xe2\x80\xa6',80,0,1
2019-11-01 20:29:02,RT @CBSLA: UPDATE: The #MariaFire had spread down the South Mountain on the Santa Paula side and gotten into the Santa Clara Riverbed. A mo\xe2\x80\xa6',16,0,1
2019-11-01 20:28:36,Santa Paula Maria Fire...any closer to town?',0,0,1
2019-11-01 20:28:13,"New Maria Fire explodes in California: 'The end is not yet in sight' The Maria Fire broke out in Ventura County sho\xe2\x80\xa6 https://t.co/NccwyswlVj""",0,0,1
2019-11-01 20:26:58,"RT @Hannahnfry: Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations. Story w/@MarkPuente @ronlin @phila_lex\xe2\x80\xa6'",1,0,1
2019-11-01 20:26:56,RT @KSBY: Local crews assisting at #MariaFire burning out of control in Ventura Co.\nhttps://t.co/oKST9tvLQy',2,0,1
2019-11-01 20:26:44,"Lord, help \xf0\x9f\x98\xa2\n California wildfires: The Maria fire forces at least 8,000 evacuations  https://t.co/WtxzAT1rdI'",0,0,1
2019-11-01 20:26:22,RT @nytimes: The Maria fire erupted in Ventura County in Southern California overnight and grew into Friday morning. It has destroyed 2 bui\xe2\x80\xa6',64,0,1
2019-11-01 20:26:11,"RT @sdut: Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations https://t.co/P02eSZSmQO [Breaking] https://t.\xe2\x80\xa6'",1,0,1
2019-11-01 20:25:57,"Maria fire charges toward Santa Paula neighborhoods, forcing additional evacuations. Story w/@MarkPuente @ronlin\xe2\x80\xa6 https://t.co/F1Rp4mF8eu'",1,0,1
2019-11-01 20:24:41,CALIFORNIA FIRE MAP: Live updates for the Maria Fire near Santa Paula https://t.co/ttpi9MTFWu via @abc7',1,0,1
2019-11-01 20:24:26,"New Maria Fire explodes in California: 'The end is not yet in sight' - ABC News - https://t.co/XQBBIL0syg via @ABC""",0,0,1
2019-11-01 20:24:24,"RT @CNBC: A new fire broke out in Southern California overnight and has torn through more than 8,000 acres so far. https://t.co/KtfDFgksKP\xe2\x80\xa6'",10,0,1
