,time,target,text
39,10/29/2019 22:50,1,@GoJax_ @nowthisnews I thought the same but checked current video.  Getty Fire at the 405 and by a school with student evacuation.'
40,10/29/2019 22:50,1,"RT @brittny_mejia: A thread: Getty fire: Housekeepers, gardener go to work despite the flames - Los Angeles Times https://t.co/G6UZm8bkdD'"
41,10/29/2019 22:50,1,RT @Reuters: A fast-moving brush fire that broke out near Los Angeles\xe2\x80\x99 Getty Center museum has grown to consume more than 400 acres in the\xe2\x80\xa6'
42,10/29/2019 22:50,1,Newsletter: Fire knows no boundaries - Los Angeles Times https://t.co/Mo4suxnYJA'
43,10/29/2019 22:50,0,RT @colinbphoto: Some astounding #StudentJournalism here via @DailyBruin.\nImages by Jintak Han/Daily Bruin. Hoping the best for you all out\xe2\x80\xa6'
44,10/29/2019 22:50,1,RT @ArchbishopGomez: Grateful for the brave work of the @LAFD in protecting our retired Sisters of St. Joseph of Carondelet in Brentwood du\xe2\x80\xa6'
45,10/29/2019 22:50,1,California: 15% of Getty Fire contained ahead of dangerous wind event (LA mayor) | AFP\n\n  https://t.co/loBqqgs9mG'
46,10/29/2019 22:50,1,Want to find the proximate cause of the #GettyFire? Feel free to investigate power lines. Want to know why\xe2\x80\xa6 https://t.co/YJlH1Mzoej'
47,10/29/2019 22:49,1,RT @RamiRobyn: Bless the California State prison inmates fighting the Getty fire and all California wildfires despite the fact that because\xe2\x80\xa6'
48,10/29/2019 22:49,1,RT @LAFD: Update #GettyFire #BrushFire; INC#0074; 2:15PM; Sb 405 Fy X Getty Center Dr; https://t.co/33iqXYSlVj; #LosAngeles; As of 2:15PM o\xe2\x80\xa6'
49,10/29/2019 22:49,1,Getty Fire 15% Contained Ahead Of Year\xe2\x80\x99s \xe2\x80\x9cMost Significant Wind Event\xe2\x80\x9d Tonight \xe2\x80\x93 Deadline https://t.co/Cec2o6GKlO'
50,10/29/2019 22:49,1,"RT @GreenEnergyNews: On Fire And In The Dark, California Braces For More Dangerous Winds https://t.co/l8wzrzTy4b https://t.co/NBw5cXaWQN'"
51,10/29/2019 22:49,1,RT @OurRevolution: Stay Safe in Cali!  We need to address the #ClimateCrisis ASAP. https://t.co/WUdfNpdxlw'
52,10/29/2019 22:49,1,@LASDBrink @johnandkenshow AGREED!!!!! and Why is Garcetti doing the press conferences for the Getty Fire? We have\xe2\x80\xa6 https://t.co/fgDXf7brsi'
53,10/29/2019 22:49,1,"RT @striderraven1: 'Absolutely crazy': Drivers share video of Getty Fire roaring along Los ... https://t.co/ouq6nefEfi via @YouTube"""
54,10/29/2019 22:49,1,"Millions brace for blackouts, hurricane-force winds as California's Kincade, Getty fires rage https://t.co/6rB9n519ba via @USATODAY"""
55,10/29/2019 22:49,1,"Getty Fire grows to 618 acres, burns 8 homes\nhttps://t.co/wXYS5nx4v1\nDRE 01329053'"
56,10/29/2019 22:49,1,"Fire rages around famous California Getty museum, but priceless art is staying put https://t.co/hP3MiRQ7mj'"
57,10/29/2019 22:48,1,"RT @latimes: When she left her house,  Carmen Solano didn't know a brush fire had erupted near the neighborhood where she worked.\n\nWhen she\xe2\x80\xa6"""
58,10/29/2019 22:48,0,Some astounding #StudentJournalism here via @DailyBruin.\nImages by Jintak Han/Daily Bruin. Hoping the best for you\xe2\x80\xa6 https://t.co/m7GN7Vm8DZ'
59,10/29/2019 22:48,1,"@worthystyle Thank you Twitter D! Air is a little better today, and winds have been quiet up in Sonoma. My sister d\xe2\x80\xa6 https://t.co/4QggjCYO05'"
60,10/29/2019 22:47,1,@Q2ndWave IMO the Getty fire started by arsonist at 2 AM on the south lanes of 405 Fwy near Getty museum. Concern a\xe2\x80\xa6 https://t.co/LeGA9otdSp'
61,10/29/2019 22:47,1,"RT @pdvsa_absurda: Top story: Getty fire: Housekeepers, gardener go to work despite the flames - Los Angeles Times https://t.co/0WSuYuQ8hW,\xe2\x80\xa6'"
62,10/29/2019 22:47,1,"As wildfire rages, LA's 'fire proof' Getty Museum sees no risk to\xc2\xa0art https://t.co/9zIUtXvxVN https://t.co/yAqftdQkns"""
63,10/29/2019 22:47,1,A fire near the Getty that\xe2\x80\x99s so scary ahhh :((( a beautiful place'
64,10/29/2019 22:46,1,"#GettyFire update as of 3:30 pm:\n-Wildfire has grown to 656 acres, 15% contained\n-12 homes destroyed, 5 damaged\n-Of\xe2\x80\xa6 https://t.co/ECdlf0c9nz'"
65,10/29/2019 22:46,1,"RT @LAPDHQ: Some fight from the ground. Some fight from the air. Throughout the night, they all fight to make progress on the #GettyFire, a\xe2\x80\xa6'"
66,10/29/2019 22:46,1,The LA Getty Fire crisis response page on FB is such a mess lmfao'
67,10/29/2019 22:46,1,"RT @erik_kwakkel: How LA's Getty Center built a fire-proof fortress for priceless art - including many important medieval manuscripts. http\xe2\x80\xa6"""
68,10/29/2019 22:46,1,RT @Davidlaz: The fire coverage from my @latimes colleagues has been exceptional. Now would be a great time to take out a digital subscript\xe2\x80\xa6'
69,10/29/2019 22:46,1,Getty fire: \xe2\x80\x98Extreme\xe2\x80\x99 warning issued ahead of hurricane-force Santa Ana winds\nhttps://t.co/PgCvwihZG7'
70,10/29/2019 22:46,1,"Top story: Getty fire: Housekeepers, gardener go to work despite the flames - Los Angeles Times\xe2\x80\xa6 https://t.co/LKczwEo6SN'"
71,10/29/2019 22:46,1,The fire coverage from my @latimes colleagues has been exceptional. Now would be a great time to take out a digital\xe2\x80\xa6 https://t.co/vJDvwQSFlr'
72,10/29/2019 22:46,1,RT @kingtacopapi: your mcm lives in korea town and marked himself safe from the getty fire'
73,10/29/2019 22:45,1,"RT @LAist: Due to the #GettyFire, Los Angeles' city animal shelters are running out of room for homeless pets and are in urgent need of peo\xe2\x80\xa6"""
74,10/29/2019 22:45,1,"RT @JoYurcaba: Also wanna add that hotshot wildland firefighters (who are sent to the most dangerous fires in the country, like Getty) aver\xe2\x80\xa6'"
75,10/29/2019 22:45,1,RT @knxpete: Getty Fire Brief. Waiting for comments from CA Gov. Gavin Newsom and Mayor Eric Garcetti after flyover and tour of damage from\xe2\x80\xa6'
76,10/29/2019 22:45,1,RT @GettyMuseum: How the Getty Center was built to resist fire\xe2\x80\x94and why the safest place for art is inside the museum itself #GettyFire\n\nhtt\xe2\x80\xa6'
77,10/29/2019 22:45,1,Thousands forced to flee as Getty Fire threatens Los Angeles - ABC News - https://t.co/Ke6fAdDHkw via @ABC'
78,10/29/2019 22:45,1,#repost image from #gettyfire yesterday \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 for all updates go to https://t.co/sIwPNPIxf8 https://t.co/HiHlGky290'
79,10/29/2019 22:45,1,Dramatic drive by footage of Getty fire on hills of Los Angeles https://t.co/0NrISDPGX9 via @YouTube\nPlease RT'
80,10/29/2019 22:44,1,"hurricane force Santa Ana winds in the forecast for LA, be safe, know how to evacuate and to where, check on your v\xe2\x80\xa6 https://t.co/P4hHC9NVxv'"
81,10/29/2019 22:44,1,"RT @intlibecosoc: ""Extreme"" fire warning issued as Santa Ana winds expected to pick up to 80 mph over next three days #GettyFire #ClimateBr\xe2\x80\xa6'"
82,10/29/2019 22:44,1,RT @Solar_Sys_Hbt: Getty Center Safe and Secure after Mass Efforts in Getty Fire https://t.co/crCa18eymr'
83,10/29/2019 22:43,1,"RT @cliffschoenberg: Cliff Schoenberg marked himself bored during The Getty Fire in Los Angeles, California, USA.'"
84,10/29/2019 22:43,1,Arnold Schwarzenegger Appears In Good Spirits After Evacuating His Home Due To Wildfire - The Blast https://t.co/R30ZuhMkS2'
85,10/29/2019 22:43,1,"Getty Fire, Brentwood, CA ... Cover-up of cause?\nThe now-closed 500-acre Mission Canyon Landfill lies north of the\xe2\x80\xa6 https://t.co/qmJJmJ3RIH'"
86,10/29/2019 22:43,1,Why is MSM colluding on a the\nCalifornia Fires.. \nThat utility lines are starting fires??\n\nDo a quick search..\n Its\xe2\x80\xa6 https://t.co/xw7IOAvyMD'
87,10/29/2019 22:43,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/WYIj2V4mh9"""
88,10/29/2019 22:43,1,"RT @ABC7: @MayorOfLA @LAFDChief #LIVE @LAFDChief says in the event that other fires erupt, firefighters ""have plans in place and are ready\xe2\x80\xa6'"
89,10/29/2019 22:42,1,"RT @kylegoon: ""It\xe2\x80\x99s just challenging at that hour, getting my family, getting my kids, getting everybody and having to evacuate at such a r\xe2\x80\xa6'"
90,10/29/2019 22:42,1,"RT @Tyril: Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/heVy6DFplq"""
91,10/29/2019 22:42,1,Can California Save Itself From Burning? https://t.co/dv39VuOcyI'
92,10/29/2019 22:42,1,RT @latimes: The Getty fire broke out along the 405 Freeway near the Getty Center and was spreading to the south and west.\nhttps://t.co/i5Z\xe2\x80\xa6'
93,10/29/2019 22:42,1,"LADWP owns the power line that sparked the Getty Fire . Not a peep from the Governor, only DEMONIZING the investor\xe2\x80\xa6 https://t.co/K227464R4f'"
94,10/29/2019 22:42,1,"As the weather worsens, the Kincade and Getty fires are part of a vicious wildfire season straining the resources o\xe2\x80\xa6 https://t.co/3fLaTYPZZa'"
95,10/29/2019 22:42,1,Let\xe2\x80\x99s intend some ease and peace over next 24 hours\xf0\x9f\x8c\x9f https://t.co/ISAmiFAXSQ'
96,10/29/2019 22:41,1,"RT @KTLA: Power pole at center of 656-acre Getty Fire investigation; evacuees told to ""stay away"" @ericspillman reports https://t.co/AxyIlT\xe2\x80\xa6'"
97,10/29/2019 22:41,1,"Getty fire: Punishing Santa Ana winds, the strongest of the season, build as blaze grows \n---\nTHERE IS\nNOTHING WRON\xe2\x80\xa6 https://t.co/z2wHiAZMwX'"
98,10/29/2019 22:41,1,"As the #KincadeFire continues to ravage Northern California\xe2\x80\x99s Sonoma County, fire crews are bracing for some of the\xe2\x80\xa6 https://t.co/0QyfiEbcKK'"
99,10/29/2019 22:40,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/heVy6DFplq"""
100,10/29/2019 22:40,1,"Southern California's Getty fire destroys 12 homes https://t.co/gIYVhA7YcF"""
101,10/29/2019 22:40,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/fBzjCOxOIi"""
102,10/29/2019 22:40,1,Why the Getty Center Is the Safest Place for Art During a Fire https://t.co/xgVtLoZ4cR'
103,10/29/2019 22:40,1,Celebrities flee as fast-moving fire ignites near Getty Centre in LA https://t.co/lomhcTh1hP'
104,10/29/2019 22:40,1,"RT @JimPolk: Millions brace for blackouts, hurricane-force winds as California's Kincade, Getty fires rage https://t.co/5Bx6r6xdIJ via @usa\xe2\x80\xa6"""
105,10/29/2019 22:40,1,#gettyfire2019 d \n\nLies and more Lies\n\nhttps://t.co/SEFzOxoWlq'
106,10/29/2019 22:39,1,Getty Center Safe and Secure after Mass Efforts in Getty Fire https://t.co/crCa18eymr'
107,10/29/2019 22:39,1,Los Angeles crews race to fight Getty fire as it threatens pricey enclaves https://t.co/KoKeSS5BiK via @nbcnews'
108,10/29/2019 22:39,1,"RT @lexalax: I'm so happy @hildurness was able to stop by the studio and tell us all about creating the music for @jokermovie \n(Also always\xe2\x80\xa6"""
109,10/29/2019 22:39,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/FBv85iboC0"""
110,10/29/2019 22:39,1,RT @michaeljduarte: Huge brush fire raging off the 405 freeway at Getty Center Dr. #GettyFire https://t.co/S9qth2l54J'
111,10/29/2019 22:39,1,Driver On 405 Freeway Films Getty Fire Raging On Hillside https://t.co/gLuU0bhH0y'
112,10/29/2019 22:39,1,California #wildfires: unprecedented extreme red flag warning issued for Los Angeles area \xe2\x80\x93 live https://t.co/WkKQv0zeXT'
113,10/29/2019 22:39,1,"RT @PhaedraPezzullo: When the wealthy forget to tell their employees it's time to evacuate: \xe2\x80\x9cIf they say I have to evacuate, I will,\xe2\x80\x9d he sa\xe2\x80\xa6"""
114,10/29/2019 22:38,1,California in fire\nEverything is burning by wild \xf0\x9f\x94\xa5\nhttps://t.co/LfHg5EAVtW'
115,10/29/2019 22:38,1,"More than 20 million weary Californians facing ""extreme"" or ""critical"" wildfire risks were monitoring preemptive po\xe2\x80\xa6 https://t.co/bhUZMtKZXj'"
116,10/29/2019 22:38,1,@BetteMidler Thank you.  My daughters are (again) way too close to the Getty fire for Mom\xe2\x80\x99s peace of mind. I\xe2\x80\x99m keep\xe2\x80\xa6 https://t.co/nniBDcoHYU'
117,10/29/2019 22:38,1,"RT @MondaireJones: These stories are devastating. Since yesterday, the California wildfires have spread thousands of acres and forced over\xe2\x80\xa6'"
118,10/29/2019 22:37,1,RT @OmarJimenez: What was left behind on a neighborhood stretch of about a block after the Getty Fire ripped through. Winds are expected to\xe2\x80\xa6'
119,10/29/2019 22:37,1,"In the bizarre alternate reality in which I could afford to buy a house in Bel-Air, I am marked SAFE in the Getty Fire'"
120,10/29/2019 22:36,1,"RT @latimes: About 3,300 homes were under mandatory evacuation orders as the fire rapidly spread in the early morning hours. https://t.co/i\xe2\x80\xa6'"
121,10/29/2019 22:36,1,"Cliff Schoenberg marked himself bored during The Getty Fire in Los Angeles, California, USA.'"
122,10/29/2019 22:36,1,"Hoping and Praying for everyone.\n\nGetty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/8EI5nYhdBr"""
123,10/29/2019 22:36,1,RT @TMZ: John Cena Donating $500k to Help Battle California Fires https://t.co/L4JuOpmOJG'
124,10/29/2019 22:36,1,RT @shani_o: Housekeepers show up to work in fire evacuation zones because their bosses neglected to tell them they evacuated https://t.co/\xe2\x80\xa6'
125,10/29/2019 22:36,1,"On Fire And In The Dark, California Braces For More Dangerous Winds https://t.co/l8wzrzTy4b https://t.co/NBw5cXaWQN'"
126,10/29/2019 22:36,1,"Since 1972, the amount of the state\xe2\x80\x99s land that burns every year has increased fivefold, a trend very likely driven\xe2\x80\xa6 https://t.co/G2KJvhv93U'"
127,10/29/2019 22:35,1,"@realDonaldTrump Any concerns about thousands of Americans being displaced in California? You know, they\xe2\x80\x99re still p\xe2\x80\xa6 https://t.co/S4oCQLLCOl'"
128,10/29/2019 22:35,1,RT @kristie_valerie: Today in print: the Getty Fire and the story behind the internet\xe2\x80\x99s founding at UCLA. \n\nFeeling especially proud of the\xe2\x80\xa6'
129,10/29/2019 22:35,1,RT @nowthisnews: \xe2\x80\x98I need to get the f*ck out of here.\xe2\x80\x99 \xe2\x80\x94\xc2\xa0This harrowing footage shows the intensity of the Getty Fire in Los Angeles. Exper\xe2\x80\xa6'
130,10/29/2019 22:35,1,"RT @YaelSwerdlow: Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/siKs7k9oe0"""
131,10/29/2019 22:35,1,"RT @CurbedLA: The latest on the #GettyFire:\n\n\xe2\x80\xa2 It grew by 40 acres overnight, and firefighters put out flare-ups on Tigertail Road.\n\n\xe2\x80\xa2 Cont\xe2\x80\xa6'"
132,10/29/2019 22:35,1,"RT @TIME: The Getty Fire burns off the freeway in Los Angeles, where many are being evacuated https://t.co/s2eosisXlO https://t.co/iTMEfoWd\xe2\x80\xa6'"
133,10/29/2019 22:35,1,Business Insider - LA firefighters are racing against Santa Ana winds to control a fire near the Getty museum. Here\xe2\x80\xa6 https://t.co/XuyMyZ75MJ'
134,10/29/2019 22:35,1,"Getty fire: 'Extreme' warning issued ahead of hurricane-force Santa Ana winds https://t.co/DnCubQxdYx"""
135,10/29/2019 22:34,1,"Millions brace for blackouts, hurricane-force winds as California's Kincade, Getty fires rage https://t.co/5Bx6r6xdIJ via @usatoday"""
136,10/29/2019 22:34,1,Today in print: the Getty Fire and the story behind the internet\xe2\x80\x99s founding at UCLA. \n\nFeeling especially proud of\xe2\x80\xa6 https://t.co/6Fu5mIzrGF'
137,10/29/2019 22:34,0,RT @hollyrpeete: \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\x9a\x92\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\x9a\x92\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\x9a\x92\n#Repost @lifewithweather\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\n\xe2\x80\x98Getty Fire\xe2\x80\x99 burning off the 405 highway in Los Angeles around 3AM today \xf0\x9f\x99\x8f \xf0\x9f\x8e\xa5 P\xe2\x80\xa6'
138,10/29/2019 22:34,1,"RT @DrDeJarnett: Wildfire smoke threatens health. Harmful particles in the smoke can lodge deep in the lungs and pose serious health risks,\xe2\x80\xa6'"
139,10/29/2019 22:34,1,@Chris_Chmura @verizon Offer extended to those impacted by Getty Fire as well. Check https://t.co/a3I2q0iT2r for Ve\xe2\x80\xa6 https://t.co/xQ54WREg7g'
140,10/29/2019 22:34,1,RT @LAist: 1/ ICYMI because of the Getty Fire: Something happened that could radically change criminal justice in LA County. Former San Fra\xe2\x80\xa6'
141,10/29/2019 22:34,1,80 MH tonight - https://t.co/wAtoqM6yHd'
142,10/29/2019 22:34,1,RT @KEvaMD13: @Kenwhite4444 It\xe2\x80\x99s absurd. I just read a quip they are looking at electrical lines as a source of the Getty fire. How conveni\xe2\x80\xa6'
143,10/29/2019 22:32,1,A Getty update about the #GettyFire https://t.co/attpaLazw7'
144,10/29/2019 22:31,1,"""Extreme"" fire warning issued as Santa Ana winds expected to pick up to 80 mph over next three days #GettyFire\xe2\x80\xa6 https://t.co/lXYgSzvFxg'"
145,10/29/2019 22:31,1,"Stay vigilant folks - the #GettyFire isn't over yet -&gt; Getty Fire update: 12 homes destroyed, 5 damaged, containmen\xe2\x80\xa6 https://t.co/lSZMc9xm1H"""
146,10/29/2019 22:31,1,"NOW on @NBCNightlyNews: @LesterHoltNBC is in Los Angeles, where firefighters are continuing to fight the Getty Fire\xe2\x80\xa6 https://t.co/x1I4kc68F2'"
147,10/29/2019 22:31,1,RT @nowthisnews: The Getty Fire is forcing thousands of Californians to evacuate \xe2\x80\x94 the state has seen a fivefold increase in burned areas s\xe2\x80\xa6'
148,10/29/2019 22:31,1,"RT @mpondfield: #CaliforniaFires live updates: ""unprecedented extreme #RedFlagWarning issued for #LosAngeles area"" https://t.co/vEz3DqIPFM\xe2\x80\xa6'"
149,10/29/2019 22:31,1,"RT @KFIAM640: As of 2 p.m., the #GettyFire was officially listed at 656 acres, with containment at 15%\n\nhttps://t.co/rxSA48GPNy'"
150,10/29/2019 22:31,1,"RT @latimes: Housekeepers and babysitters went to work this morning in fire zones, not knowing about the evacuations. Their employers hadn'\xe2\x80\xa6"""
151,10/29/2019 22:30,1,"RT @KNX1070: It's Taco Tuesday for #GettyFires First Responders Thanks to @Lakers star @KingJames #TacoTuesday https://t.co/D3oWRMEP4l http\xe2\x80\xa6"""
152,10/29/2019 22:30,1,1/ ICYMI because of the Getty Fire: Something happened that could radically change criminal justice in LA County. F\xe2\x80\xa6 https://t.co/pdB87cJqjS'
153,10/29/2019 22:30,1,"Drew Lorenz marked himself Unsafe during The Getty Fire. He &amp; his most prized belongings are ashes, let him know yo\xe2\x80\xa6 https://t.co/12VWsHDSlB'"
154,10/29/2019 22:30,1,RT @jfkeeler: California fires: unprecedented extreme red flag warning issued for Los Angeles area \xe2\x80\x93 live https://t.co/wwH3uMXrpt'
155,10/29/2019 22:29,1,"A major brush fire, dubbed the #gettyfire, broke out in the early morning hours of October 28, learn how the\xe2\x80\xa6 https://t.co/JD1Kp4T27Y'"
156,10/29/2019 22:29,1,RT @TheKurtCarr: Pray for my friends in California. These fires are serious! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/x02usqa9jW #California #Fires #Prayers'
157,10/29/2019 22:29,1,RT @Edwards_AFB_EM: Los Angeles Fire Department link for information on the #GettyFire:\n\nhttps://t.co/PWYZfqIo5V\n\n#Palmdale #Lancaster #Edw\xe2\x80\xa6'
158,10/29/2019 22:29,1,"#BREAKING Getty Fire update: 12 homes destroyed, 5 damaged, containment now at 15% as crews prepare for strong Sant\xe2\x80\xa6 https://t.co/cJsPB6y9tW'"
159,10/29/2019 22:29,1,"RT @KTLA: #GettyFire update: Twelve homes destroyed in the 656-acre blaze, which is now 15% contained \nhttps://t.co/AxyIlTF0j6'"
160,10/29/2019 22:28,1,"RT @radio_exols: Fellow Californians,  I hope you are all safe! The winds are suppose to pick up today, those in the Getty Fire evacuations\xe2\x80\xa6'"
161,10/29/2019 22:28,1,RT @greggchadwick: Sad News the #ZackHouse an \xe2\x80\x98Essential\xe2\x80\x99 midcentury modern by Craig Ellwood burns in #GettyFire https://t.co/TDjq48CCec vi\xe2\x80\xa6'
162,10/29/2019 22:28,1,"RT @NumericalNews: Getty fire, Los Angeles, ritualistic fires October, 28th, 2019 and Billy Eilish good girls warning. #ZacharyKHubbard wit\xe2\x80\xa6'"
